overall,reviewText,summary
1,"The sizing description is not accurate, but more than that is corset was too short. It dug into my hips and left bruises after wearing it for only about 10 mins. If you have a very short torso this may work for you- but to everyone else I would not suggest this corset. I normally wear a medium or large size shirt, so I bought the 2xl and it was way to small. It did a weird flattening muffin top thing to my chest which was definitely not flattering. I have already shipped it back.",Not Flattering
1,"Really terrible quality shirt. Deformed after first wash and the logo print faded to be almost invisible, also after only 1 wash.  This is basically a cheap, $1 T-shirt with an expensive logo.  Really appalling quality.",Terribly poor quality.
1,"I ordered the Monument color because it looked like white on the top/front of the hat. When I got it, it turned out to be gray. I am not happy with my purchase.",Color is not as it shows on the picture.
1,These broke in about 2 seconds,One Star
1,I get sponge out .and use it.,One Star
1,"I love Big Buddha handbags and have several. I was excited when this came in the mail, but very disappointed when I opened the box and saw  a discolored, marked-up, and stringy handbag. The one I received had obviously been over looked by quality control. The only good thing about this order was the return process with Amazon.",Damaged on Arrival
1,I always wear a size 8. I ordered a size 8 and they were much too large. I had to send them back.,I always wear a size 8. I ordered a ...
1,Ridiculously small. I wear a 1x ordered a 2x had to return they were sooooooo small,Ridiculously small
1,Very sad. My old UGG's are the same size. I don't understand why they din't fit,One Star
1,Strap to short,One Star
1,I was disappointed in this product. It came to me with bleached out lines (from the sun?) where it was folded up on the plastic hanger on several places. It is basically not wearable. :(,I was disappointed in this product
1,Full size too big.,One Star
1,This is a knock-off item. Made in China and has zero branding for Ann Chery.,knock-off item
1,I have D-DD breasts and I am not pleased with this product at all... I have to wear a bra underneath to get any kind of decent compression.... I wear a large-xlarge and I bought a med and its still loose... The only positive is that I don't freak out from feeling trapped like I tend to do in other compression shirts that are tighter,sucks for large chested ftm binding
1,I was disappointed by these shoes they fit much smaller than expected and were extremely uncomfortable had terrible pain in my feet after only 1 hour.  They did not seem to have the comfortable cushioning of my other Skechers with memory foam.,I was disappointed by these shoes they fit much smaller than expected ...
1,I ordered premium fashion briefs thinking they would be nicer and more comfortable. Nope! What I got were the same exact underwear I've been buying for years except instead of spending $10-$12 on them I paid $30. I couldn't return them because the package was open so instead I'm stuck with a bunch of extremely overpriced underwear.,Twice the price for the same old regular underwear
1,Bought these shoes two times. And they still brake. I don't plan on buying these again.,One Star
1,"Wearing this feels like i'm wearing a plastic tarp. This product should be labeled a designer poncho, not a coat.",Wearing this feels like i'm wearing a plastic tarp
1,"VERY cheaply made! First time I wore it, I went to take it off and the sleeve ripped down by the wrist.  I checked the other side to see how it was put together and found a small rip on that side as well.  It'll keep you dry as long as it will hold together.",Cheap.  Find better quality.
1,Came with a chipped corner. Flimsy locking mechanism and the end of the clip is sharp and will cut into your shirt/tie.,Nope
1,Entirely too large and wide but definitely cute,One Star
1,Too large on me! I thought it will be smaller and more tight so it will work like an actual slimmer!,Too large
1,The peal was not actually in the clam it was free floating in the can and the clam was still sealed once opened it didn't have anything in it.  After that disappointment I went to put the necklace on my daughter and the clasp of the chain broke so I had to get ribbon to make it so that she could wear it.  Over all we were very disappointed with this product it was not as described.,Dont waste ur money
1,The picture looks amazing but the product is cheapened. They look nothing alike,One Star
1,"This shoe brand and size is what I always wear, but these were a disappointment.  I literally use these to walk from the bedroom to the driveway once every couple of weeks.  I wanted something I could put on fast, but these shoes are way too big, particularly over the top of the foot.  They feel like clod hoppers and they hurt my feet.  I'm so disappointed.  :-(",Too big for me.
1,Size is way off I ordered an 8 these fit my Mother who wears a 5 1/2 DON'T ORDER FROM THIS COMPANY!,Size is way off I ordered an 8 these fit ...
